id;URL;author;author URL;date observed;date observed (timestamp milliseconds);project;current name;original name;family;valid;license;latitude;longitude;comments;images;zone
1012675571;https://identify.plantnet.org/the-plant-list/observations/1012675571;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 14, 2022;1650000000000;the-plant-list;Dracaena draco (L.) L.;Dracaena draco (L.) L.;Asparagaceae;TRUE;cc-by-sa;28,38897281;-16,5241422;;"https://bs.plantnet.org/image/o/6ff75f2b01c8f690c9aa87406ff34a6fcd434598 (bark)
https://bs.plantnet.org/image/o/23e38b95ff766253c4190389e85a6fc85630f700 (habit)";thermophilebuschwaelder
1012675295;https://identify.plantnet.org/the-plant-list/observations/1012675295;Kim P.;https://identify.plantnet.org/users/103923240;Mar 14, 2022;1650000000000;the-plant-list;Aeonium haworthii Webb & Berthel.;Aeonium haworthii Webb & Berthel.;Crassulaceae;TRUE;cc-by-sa;28,41234199;-16,5102992;;"https://bs.plantnet.org/image/o/3ac15128794b6c8170267aa9ac7d99ca2a44ab5c (leaf)
https://bs.plantnet.org/image/o/ecfa5cb0f94614ea6db733c93b6666c0ab19d5c3 (habit)";thermophilebuschwaelder
1012675166;https://identify.plantnet.org/the-plant-list/observations/1012675166;Kim P.;https://identify.plantnet.org/users/103923240;Mar 14, 2022;1650000000000;the-plant-list;Ficus elastica Roxb. ex Hornem.;Ficus elastica Roxb. ex Hornem.;Moraceae;TRUE;cc-by-sa;28,41347405;-16,50949739;;"https://bs.plantnet.org/image/o/4b2fd02e9410c6b03f712b83dc02d3b6ab08f182 (bark)
https://bs.plantnet.org/image/o/4cd6759d00a33b7a75e4cf158a0cfb0f7078b4f1 (leaf)
https://bs.plantnet.org/image/o/51c2123eb7c12162160921f8efa9e1e54db629f7 (habit)";thermophilebuschwaelder
1012675046;https://identify.plantnet.org/the-plant-list/observations/1012675046;Kim P.;https://identify.plantnet.org/users/103923240;Mar 14, 2022;1650000000000;the-plant-list;Laphangium luteoalbum (L.) Tzvelev;Laphangium luteoalbum (L.) Tzvelev;Compositae;TRUE;cc-by-sa;28,41332054;-16,50976083;;"https://bs.plantnet.org/image/o/5f122dfc2de4309ca8d3e8242f5b668ce57e1f72 (leaf)
https://bs.plantnet.org/image/o/6e987740b9106a6ae6643a6fa16e3e631ce4307f (flower)";thermophilebuschwaelder
1012675039;https://identify.plantnet.org/the-plant-list/observations/1012675039;Kim P.;https://identify.plantnet.org/users/103923240;Mar 14, 2022;1650000000000;the-plant-list;Didymoglossum cuspidatum (Willd.) Ebihara & Dubuisson;Didymoglossum cuspidatum (Willd.) Ebihara & Dubuisson;Hymenophyllaceae;TRUE;cc-by-sa;28,41322486;-16,50977751;;https://bs.plantnet.org/image/o/9933159d5353bc23716f87cdec9b3c4dd717d011 (leaf);thermophilebuschwaelder
1012675025;https://identify.plantnet.org/the-plant-list/observations/1012675025;Kim P.;https://identify.plantnet.org/users/103923240;Mar 14, 2022;1650000000000;the-plant-list;Adiantum capillus-veneris L.;Adiantum capillus-veneris L.;Pteridaceae;TRUE;cc-by-sa;28,4130933;-16,50977232;;https://bs.plantnet.org/image/o/c7191dbd89be002955c4ea37b12d24c792830471 (leaf);thermophilebuschwaelder
1012674999;https://identify.plantnet.org/the-plant-list/observations/1012674999;Kim P.;https://identify.plantnet.org/users/103923240;Mar 14, 2022;1650000000000;the-plant-list;Tulipa sylvestris L.;Tulipa sylvestris L.;Liliaceae;TRUE;cc-by-sa;28,41287919;-16,51015394;;"https://bs.plantnet.org/image/o/4a354aa12f7d5a2609d1ea114842381cf17f3379 (leaf)
https://bs.plantnet.org/image/o/0dbb4308e1b4b6e743c0d1afe13d043396683e9c (habit)";thermophilebuschwaelder
1012674990;https://identify.plantnet.org/weurope/observations/1012674990;Kim P.;https://identify.plantnet.org/users/103923240;Mar 14, 2022;1650000000000;weurope;Hypericum reflexum L.f.;Hypericum reflexum L.f.;Hypericaceae;TRUE;cc-by-sa;28,41264697;-16,51018806;;"https://bs.plantnet.org/image/o/5489a9c7ff2f56f049bda08011c47f45b5ebb80c (leaf)
https://bs.plantnet.org/image/o/0df5628c038dff24e3b117e03f7081f4d0cb3bf1 (habit)";thermophilebuschwaelder
1012674448;https://identify.plantnet.org/the-plant-list/observations/1012674448;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 12, 2022;1650000000000;the-plant-list;Unidentified;;;FALSE;cc-by-sa;28,06067586;-16,72682719;;https://bs.plantnet.org/image/o/e8a701188795abb609da6c856cc4993b58c617dd (leaf);ziernutzpflanzen
1012671112;https://identify.plantnet.org/the-plant-list/observations/1012671112;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 13, 2022;1650000000000;the-plant-list;Coccoloba uvifera (L.) L.;Coccoloba uvifera (L.) L.;Polygonaceae;TRUE;cc-by-sa;28,02709385;-16,7042483;;"https://bs.plantnet.org/image/o/cfc26e894e4a784f8cd95bcaf8706a8173e6ca12 (leaf)
https://bs.plantnet.org/image/o/8fc136bf22cfd79b055a5b66a294566a31b06053 (habit)";thermophilebuschwaelder
1012671042;https://identify.plantnet.org/the-plant-list/observations/1012671042;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 13, 2022;1650000000000;the-plant-list;Opuntia stricta (Haw.) Haw.;Opuntia stricta (Haw.) Haw.;Cactaceae;TRUE;cc-by-sa;28,02393384;-16,69928791;;"https://bs.plantnet.org/image/o/0402b4744a1168f6047f7d62f96db7783aa209e5 (leaf)
https://bs.plantnet.org/image/o/be71e5b4f6ca65fd7224fc6166b036e72c7b43d6 (fruit)";sukkulentenbusch
1012670455;https://identify.plantnet.org/the-plant-list/observations/1012670455;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 13, 2022;1650000000000;the-plant-list;Sonchus canariensis (Sch.Bip.) Boulos;Sonchus canariensis (Sch.Bip.) Boulos;Compositae;TRUE;cc-by-sa;28,11147903;-16,6842861;;"https://bs.plantnet.org/image/o/a4a7b20f3db45d589def13a4427afdcea8aefc7f (flower)
https://bs.plantnet.org/image/o/711feed3e59117c580571ff63d7c6a5602e9fe9d (habit)
https://bs.plantnet.org/image/o/22db6d15fa3219f5035c32bd13d2ef3697e01a1c (leaf)";thermophilebuschwaelder
1012670438;https://identify.plantnet.org/the-plant-list/observations/1012670438;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 13, 2022;1650000000000;the-plant-list;Rumex vesicarius L.;Rumex vesicarius L.;Polygonaceae;TRUE;cc-by-sa;28,11137626;-16,6843692;;https://bs.plantnet.org/image/o/31a37170858c397957b040a91e670f4046bc6658 (leaf);thermophilebuschwaelder
1012670421;https://identify.plantnet.org/the-plant-list/observations/1012670421;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 13, 2022;1650000000000;the-plant-list;Kleinia neriifolia Haw.;Kleinia neriifolia Haw.;Compositae;TRUE;cc-by-sa;28,11132276;-16,68454418;;"https://bs.plantnet.org/image/o/b5c118c279ed09dc2619d3f73df53a348f997923 (leaf)
https://bs.plantnet.org/image/o/085d3ebb4700f4ce7454a126e2c347cae47769ad (habit)";thermophilebuschwaelder
1012670404;https://identify.plantnet.org/the-plant-list/observations/1012670404;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 13, 2022;1650000000000;the-plant-list;Ononis fruticosa L.;Ononis fruticosa L.;Leguminosae;TRUE;cc-by-sa;28,11123356;-16,68424037;;"https://bs.plantnet.org/image/o/2be9de5e836d33aa2512e83b4046be236614861d (leaf)
https://bs.plantnet.org/image/o/ceac4869dbbafd971211149512b91f3a62a50f34 (habit)";thermophilebuschwaelder
1012670387;https://identify.plantnet.org/the-plant-list/observations/1012670387;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 13, 2022;1650000000000;the-plant-list;Rumex lunaria L.;Rumex lunaria L.;Polygonaceae;TRUE;cc-by-sa;28,11129131;-16,68444607;;https://bs.plantnet.org/image/o/57c694a39921dc8c229dfa494d176043e8805add (leaf);thermophilebuschwaelder
1012670379;https://identify.plantnet.org/the-plant-list/observations/1012670379;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Foeniculum vulgare Mill.;Foeniculum vulgare Mill.;Apiaceae;TRUE;cc-by-sa;28,10980428;-16,67409106;;"https://bs.plantnet.org/image/o/092c32b61144a3498e4d781f79749f9ce9680234 (leaf)
https://bs.plantnet.org/image/o/db056daebc7fd52bc3b8e0c83ffabfbd42370ce3 (habit)";thermophilebuschwaelder
1012670373;https://identify.plantnet.org/the-plant-list/observations/1012670373;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 13, 2022;1650000000000;the-plant-list;Opuntia ficus-indica (L.) Mill.;Opuntia ficus-indica (L.) Mill.;Cactaceae;TRUE;cc-by-sa;28,11130079;-16,68444984;;https://bs.plantnet.org/image/o/12715c33ff1cbd0a4620e3d00f23b948985d1863 (leaf);thermophilebuschwaelder
1012670172;https://identify.plantnet.org/the-plant-list/observations/1012670172;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Carpobrotus edulis (L.) N.E.Br.;Carpobrotus edulis (L.) N.E.Br.;Aizoaceae;TRUE;cc-by-sa;28,11442363;-16,67147281;;"https://bs.plantnet.org/image/o/d7608b69ae0553c74d39ba78c8f0681004a4b8dc (leaf)
https://bs.plantnet.org/image/o/5928bf8f20aec8f7391d80178182856fe9a2dfd5 (flower)
https://bs.plantnet.org/image/o/6a8f76857f39450967a3aa023cdf552ac255731e (habit)";thermophilebuschwaelder
1012670152;https://identify.plantnet.org/the-plant-list/observations/1012670152;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 13, 2022;1650000000000;the-plant-list;Calendula arvensis M.Bieb.;Calendula arvensis M.Bieb.;Compositae;TRUE;cc-by-sa;28,1531183;-16,64018453;;https://bs.plantnet.org/image/o/a337137b3f015787fc29297f2830fcfd40b0c5cd (leaf);kanarenkiefernwaelder
1012670139;https://identify.plantnet.org/the-plant-list/observations/1012670139;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 13, 2022;1650000000000;the-plant-list;Prunus dulcis (Mill.) D.A.Webb;Prunus dulcis (Mill.) D.A.Webb;Rosaceae;TRUE;cc-by-sa;28,15321446;-16,64026001;;"https://bs.plantnet.org/image/o/25b70807849e4e343a78c3431e1f9fd566c59c57 (leaf)
https://bs.plantnet.org/image/o/01899498573b247dbfaded03e225623e6f1cdab5 (flower)
https://bs.plantnet.org/image/o/d30ee7e5264d1095020bce5b8d46167eb76d98b8 (habit)
https://bs.plantnet.org/image/o/f65cfaff41296c6ab686afb55b5836334b05b664 (fruit)";kanarenkiefernwaelder
1012670036;https://identify.plantnet.org/the-plant-list/observations/1012670036;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Ficus carica L.;Ficus carica L.;Moraceae;TRUE;cc-by-sa;28,11355145;-16,67119461;;"https://bs.plantnet.org/image/o/d530a26e51fcb91a8aec4f847372ba9d8971671c (leaf)
https://bs.plantnet.org/image/o/aea0e5477c7fe7d25e95b914404e680d74c17eb5 (habit)";thermophilebuschwaelder
1012670035;https://identify.plantnet.org/the-plant-list/observations/1012670035;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 13, 2022;1650000000000;the-plant-list;Agave americana L.;Agave americana L.;Asparagaceae;TRUE;cc-by-sa;28,16505654;-16,63670691;;https://bs.plantnet.org/image/o/4d1ecc5453443fcf3bbffd806c3e65772d873e7a (leaf);thermophilebuschwaelder
1012670027;https://identify.plantnet.org/the-plant-list/observations/1012670027;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 13, 2022;1650000000000;the-plant-list;Cupressus arizonica Greene;Juniperus oxycedrus L.;Cupressaceae;FALSE;cc-by-sa;28,16549052;-16,63657612;;"https://bs.plantnet.org/image/o/afd2e04dfbec0e474df2f314e4d7d3b82376f0d3 (leaf)
https://bs.plantnet.org/image/o/6e2998646cf814715a4a6b37c8710f0900123aa9 (habit)";kanarenkiefernwaelder
1012670000;https://identify.plantnet.org/the-plant-list/observations/1012670000;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 13, 2022;1650000000000;the-plant-list;Tulipa sylvestris L.;Tulipa sylvestris L.;Liliaceae;TRUE;cc-by-sa;28,16531266;-16,63647887;;"https://bs.plantnet.org/image/o/9d41e5eac852663dd3668eec093f0b5215253a0d (leaf)
https://bs.plantnet.org/image/o/62ac7831a2e114ed910a3cdabe514892e8e9cea1 (flower)";kanarenkiefernwaelder
1012669995;https://identify.plantnet.org/the-plant-list/observations/1012669995;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 13, 2022;1650000000000;the-plant-list;Echium virescens DC.;Echium virescens DC.;Boraginaceae;TRUE;cc-by-sa;28,16520914;-16,63634594;;"https://bs.plantnet.org/image/o/d8cd84912eb24b406780a9e26c1373c49d22fc05 (leaf)
https://bs.plantnet.org/image/o/7552b5b1d5cc9fafa20a6b6eaa2219f5a6b981e3 (flower)";kanarenkiefernwaelder
1012669991;https://identify.plantnet.org/the-plant-list/observations/1012669991;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Tecoma capensis (Thunb.) Lindl.;Tecoma capensis (Thunb.) Lindl.;Bignoniaceae;TRUE;cc-by-sa;28,11215084;-16,67212743;;"https://bs.plantnet.org/image/o/e6a8fa544b6f29faeaab9816d3d231687d8f319e (leaf)
https://bs.plantnet.org/image/o/46dcb6e84770ef657a45caaf609163af7f8a5309 (flower)
https://bs.plantnet.org/image/o/94a33f82023a100d5710ac06006b4124c9adc72b (habit)";ziernutzpflanzen
1012669980;https://identify.plantnet.org/the-plant-list/observations/1012669980;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Centranthus ruber (L.) DC.;Centranthus ruber (L.) DC.;Caprifoliaceae;TRUE;cc-by-sa;28,11208923;-16,67219365;;"https://bs.plantnet.org/image/o/a3f5dbd0837ef9b700e87c8aedaa3129bf287884 (leaf)
https://bs.plantnet.org/image/o/88f3e4500a6cd4e52de128bb694e26a261dcb1ab (flower)
https://bs.plantnet.org/image/o/6f3d9d1f236454585f3777352acc02058cdd6e73 (habit)";thermophilebuschwaelder
1012669940;https://identify.plantnet.org/the-plant-list/observations/1012669940;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Glaucium corniculatum (L.) Curtis;Glaucium corniculatum (L.) Curtis;Papaveraceae;TRUE;cc-by-sa;28,11204011;-16,67219709;;"https://bs.plantnet.org/image/o/e34a90bbe32009aff61ae47e2d6eeaa7ab35e3c2 (leaf)
https://bs.plantnet.org/image/o/34160db2b64695e71425907434aefd3ef9be0f7c (flower)
https://bs.plantnet.org/image/o/daa0a5302e6af47984768f202a1ece42f20904fb (habit)";thermophilebuschwaelder
1012669929;https://identify.plantnet.org/the-plant-list/observations/1012669929;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Lobularia maritima (L.) Desv.;Lobularia maritima (L.) Desv.;Brassicaceae;TRUE;cc-by-sa;28,11199707;-16,67214571;;"https://bs.plantnet.org/image/o/edc76834375514c5c4bfaa10c86eedc3f6dab69d (leaf)
https://bs.plantnet.org/image/o/605945aa01d91d83d4e8a7f8f70680d86cb9af2a (flower)";thermophilebuschwaelder
1012669914;https://identify.plantnet.org/weeds/observations/1012669914;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;weeds;Muscari comosum (L.) Mill.;Muscari comosum (L.) Mill.;Asparagaceae;TRUE;cc-by-sa;28,11199024;-16,67221318;;"https://bs.plantnet.org/image/o/3d496466dff5468454b2719624aca07b98e50f4f (leaf)
https://bs.plantnet.org/image/o/2d76af7ff883cf0e328e9afd4217e81357d5112c (flower)
https://bs.plantnet.org/image/o/1a9f544aa349ca073601cc0d8daa9a8dead84f71 (habit)";thermophilebuschwaelder
1012669892;https://identify.plantnet.org/the-plant-list/observations/1012669892;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Calendula stellata Cav.;Calendula stellata Cav.;Compositae;TRUE;cc-by-sa;28,1119744;-16,6722504;;"https://bs.plantnet.org/image/o/e5b692262eca839654cab1dd066475c5bcfdd094 (leaf)
https://bs.plantnet.org/image/o/227c1ccf32c112ee6df8a6f3f977c8039a05886c (flower)
https://bs.plantnet.org/image/o/f540d9be4287ec96562d4365c98554f08eb5f6cc (habit)";thermophilebuschwaelder
1012669881;https://identify.plantnet.org/weurope/observations/1012669881;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;weurope;Erucastrum nasturtiifolium (Poir.) O.E.Schulz;Erucastrum nasturtiifolium (Poir.) O.E.Schulz;Brassicaceae;TRUE;cc-by-sa;28,11200507;-16,67226993;;"https://bs.plantnet.org/image/o/5594d7b016204089ef11be1a585a00dcd5ad858e (leaf)
https://bs.plantnet.org/image/o/5fe1e9a84023dba5a20c5931a0fc7c70b692994f (flower)
https://bs.plantnet.org/image/o/9ceaadb85f5369af76fa49e41577bffedadc1ada (habit)";thermophilebuschwaelder
1012669866;https://identify.plantnet.org/weeds/observations/1012669866;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;weeds;Anisantha madritensis (L.) Nevski;Anisantha madritensis (L.) Nevski;Poaceae;TRUE;cc-by-sa;28,11197113;-16,67227026;;"https://bs.plantnet.org/image/o/597245baeac094a849341844a2c0a86969cccf86 (leaf)
https://bs.plantnet.org/image/o/3a6aa0488a926f4a79aa7d40175c5d370c67df34 (habit)";thermophilebuschwaelder
1012669858;https://identify.plantnet.org/the-plant-list/observations/1012669858;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Rumex vesicarius L.;Rumex vesicarius L.;Polygonaceae;TRUE;cc-by-sa;28,11195047;-16,67226288;;"https://bs.plantnet.org/image/o/cbb3c8caadc0cbb203455147073bb17783870a9d (leaf)
https://bs.plantnet.org/image/o/ae148c9cdb46147a59985a0192049fad761f3842 (flower)
https://bs.plantnet.org/image/o/deb712aa8e705f0c592d810192a9e53b6deb00cc (habit)";thermophilebuschwaelder
1012669850;https://identify.plantnet.org/the-plant-list/observations/1012669850;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Eriobotrya japonica (Thunb.) Lindl.;Eriobotrya japonica (Thunb.) Lindl.;Rosaceae;TRUE;cc-by-sa;28,11183945;-16,67238778;;"https://bs.plantnet.org/image/o/18d0a1a912456cadcef993cc5caa53ffaeb78408 (leaf)
https://bs.plantnet.org/image/o/5353cc3f1d1d8cadb13a9c15ec9f654422cb6c2f (fruit)
https://bs.plantnet.org/image/o/717ded19126ed591cf1c6c5242e6ffdf112239f6 (habit)";thermophilebuschwaelder
1012669794;https://identify.plantnet.org/the-plant-list/observations/1012669794;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Aeonium arboreum Webb & Berthel.;Aeonium arboreum Webb & Berthel.;Crassulaceae;TRUE;cc-by-sa;28,11114832;-16,67298381;;"https://bs.plantnet.org/image/o/b356159bf94f32ca2cac07a42704afa369864633 (leaf)
https://bs.plantnet.org/image/o/1e7bc4e6785a4b2f08ca113406515f67940fd084 (habit)";thermophilebuschwaelder
1012669779;https://identify.plantnet.org/the-plant-list/observations/1012669779;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Convolvulus althaeoides L.;Convolvulus althaeoides L.;Convolvulaceae;TRUE;cc-by-sa;28,11109798;-16,67301524;;"https://bs.plantnet.org/image/o/eba3e9d544b4574d14e9acafc8014f99b90f3f7f (leaf)
https://bs.plantnet.org/image/o/759acbeed3bd87367a4b78af033b07cc449eaee4 (flower)";thermophilebuschwaelder
1012669761;https://identify.plantnet.org/the-plant-list/observations/1012669761;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Bituminaria bituminosa (L.) C.H.Stirt.;Bituminaria bituminosa (L.) C.H.Stirt.;Leguminosae;TRUE;cc-by-sa;28,11111789;-16,67307241;;"https://bs.plantnet.org/image/o/83f89ec1c690bf205ef47ee6bc23f1066585f1c4 (leaf)
https://bs.plantnet.org/image/o/42f777b35ff8cdb691ad89964f0ea68dd87ae72c (flower)
https://bs.plantnet.org/image/o/73996ddf5476f29061492eda22eccb7386344f61 (habit)";thermophilebuschwaelder
1012669722;https://identify.plantnet.org/the-plant-list/observations/1012669722;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Vitis vinifera L.;Vitis vinifera L.;Vitaceae;TRUE;cc-by-sa;28,1110868;-16,67310074;;"https://bs.plantnet.org/image/o/f0ac0cca64749c8f77843e656cd911c88b3d6baa (leaf)
https://bs.plantnet.org/image/o/a22515091f098e11d3ada8e820007deda4186e51 (habit)";ziernutzpflanzen
1012669714;https://identify.plantnet.org/the-plant-list/observations/1012669714;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Solanum tuberosum L.;Solanum tuberosum L.;Solanaceae;TRUE;cc-by-sa;28,11103131;-16,67310577;;"https://bs.plantnet.org/image/o/260f414be9ed469a5c4d8d54a45ca9c731eee3a7 (leaf)
https://bs.plantnet.org/image/o/7311170adc0a5df11dfc41398170477349e97e96 (habit)";ziernutzpflanzen
1012669687;https://identify.plantnet.org/the-plant-list/observations/1012669687;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Carlina salicifolia (L.f.) Cav.;Carlina salicifolia (L.f.) Cav.;Compositae;TRUE;cc-by-sa;28,11030908;-16,67360441;;"https://bs.plantnet.org/image/o/0a0ffec839ca1fdffb19c2b9f15730f9bc1b50db (leaf)
https://bs.plantnet.org/image/o/c162445847527f72eaeb394001e4a57594425e63 (flower)
https://bs.plantnet.org/image/o/f83c8282a2b6076c8110034b964d6e03ddc9ff57 (habit)";thermophilebuschwaelder
1012669682;https://identify.plantnet.org/the-plant-list/observations/1012669682;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Prunus mahaleb L.;Prunus mahaleb L.;Rosaceae;TRUE;cc-by-sa;28,11028569;-16,67364372;;"https://bs.plantnet.org/image/o/16c6fa96fd6d139d7eeaa53963e73817d7634c78 (leaf)
https://bs.plantnet.org/image/o/d26e480bf8d9efee914c6e39461e9f3678b811e8 (habit)";thermophilebuschwaelder
1012669673;https://identify.plantnet.org/the-plant-list/observations/1012669673;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Kleinia neriifolia Haw.;Kleinia neriifolia Haw.;Compositae;TRUE;cc-by-sa;28,110209;-16,67373374;;"https://bs.plantnet.org/image/o/ffa1886acd48305d8d96f90df582618a975d453e (leaf)
https://bs.plantnet.org/image/o/d6e9e9348689a6f9b121ea1d1ec16b1093e19b17 (habit)";thermophilebuschwaelder
1012669644;https://identify.plantnet.org/the-plant-list/observations/1012669644;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Opuntia ficus-indica (L.) Mill.;Opuntia ficus-indica (L.) Mill.;Cactaceae;TRUE;cc-by-sa;28,11003621;-16,67376509;;"https://bs.plantnet.org/image/o/460661b803b4c27121d7314c99a6d6382e30b0c3 (leaf)
https://bs.plantnet.org/image/o/68e79c0c1f6dfeeb5512a08e5d104f2c867a17cd (flower)
https://bs.plantnet.org/image/o/2f373d34db91bf2d20d7f6de722ca0cdc50e9921 (habit)";thermophilebuschwaelder
1012669632;https://identify.plantnet.org/the-plant-list/observations/1012669632;Kim P.;https://identify.plantnet.org/users/103923240;Mar 13, 2022;1650000000000;the-plant-list;Aloe vera (L.) Burm.f.;Aloe striatula Haw.;Xanthorrhoeaceae;FALSE;cc-by-sa;28,10983236;-16,67413138;;"https://bs.plantnet.org/image/o/9c6b6f5113f3ce0e1cdec2a0f8b2d64c317ce781 (leaf)
https://bs.plantnet.org/image/o/6bb0eb4e1878957054bb69cc66015edb740b59c3 (flower)
https://bs.plantnet.org/image/o/e842b8daf491a1404adf1e6aefe4d12902e97cf8 (habit)";ziernutzpflanzen
1012666800;https://identify.plantnet.org/the-plant-list/observations/1012666800;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 12, 2022;1650000000000;the-plant-list;Schizolobium parahyba (Vell.) S.F.Blake;Schizolobium parahyba (Vell.) S.F.Blake;Leguminosae;TRUE;cc-by-sa;28,08502232;-16,73189643;;"https://bs.plantnet.org/image/o/9f4e8b5ad4029f43d1358eab9bb95dd90b27ee6b (bark)
https://bs.plantnet.org/image/o/751f48bee6a9e967a0f9cfce036f51f899335c57 (habit)
https://bs.plantnet.org/image/o/331d324128bcd8270e431c9a292bd9c9caa40536 (leaf)";ziernutzpflanzen
1012666793;https://identify.plantnet.org/the-plant-list/observations/1012666793;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 12, 2022;1650000000000;the-plant-list;Phoenix canariensis Chabaud;Phoenix canariensis Chabaud;Arecaceae;TRUE;cc-by-sa;28,08492793;-16,73193029;;"https://bs.plantnet.org/image/o/310b4f1f9e75655b7d14a53e8b935ac7a51fea38 (bark)
https://bs.plantnet.org/image/o/e4708c6dabd1b8fe983c4bbb62431de8f7ba17e2 (habit)";ziernutzpflanzen
1012666667;https://identify.plantnet.org/the-plant-list/observations/1012666667;Caroline Merrem;https://identify.plantnet.org/users/103923229;Mar 12, 2022;1650000000000;the-plant-list;Phoenix canariensis Chabaud;Phoenix canariensis Chabaud;Arecaceae;TRUE;cc-by-sa;28,06807714;-16,72734183;;"https://bs.plantnet.org/image/o/ab571564096dd71363e8486ac7b5086b5c34f95a (bark)
https://bs.plantnet.org/image/o/0381fbadc63eb53b7e315a030eb06f8e3f669202 (habit)";ziernutzpflanzen
1012660836;https://identify.plantnet.org/the-plant-list/observations/1012660836;Kim P.;https://identify.plantnet.org/users/103923240;Mar 11, 2022;1650000000000;the-plant-list;Cneorum pulverulentum Vent.;Cneorum pulverulentum Vent.;Rutaceae;TRUE;cc-by-sa;28,05784859;-16,52337279;;"https://bs.plantnet.org/image/o/722eb4332832d549a278f0a11a7e1c24b8cfbac6 (leaf)
https://bs.plantnet.org/image/o/93043769605d5e87963481614051efefeb5b15c5 (flower)
https://bs.plantnet.org/image/o/c123f725efcebc573c3126a59da2a90dcb934a3b (habit)";kuestenvegetation
1012660575;https://identify.plantnet.org/central-america/observations/1012660575;Kim P.;https://identify.plantnet.org/users/103923240;Mar 11, 2022;1650000000000;central-america;Agave americana L.;Agave americana L.;Asparagaceae;TRUE;cc-by-sa;28,10713322;-16,60742585;;"https://bs.plantnet.org/image/o/a0d2abb6ca2fa57423026049670cb3e09c168c1a (leaf)
https://bs.plantnet.org/image/o/47249c0462279f80a387c35dc5a513462cd80a99 (flower)";sukkulentenbusch
1012660530;https://identify.plantnet.org/the-plant-list/observations/1012660530;Kim P.;https://identify.plantnet.org/users/103923240;Mar 11, 2022;1650000000000;the-plant-list;Aeonium appendiculatum Bañares;Aeonium appendiculatum Bañares;Crassulaceae;TRUE;cc-by-sa;28,10857574;-16,60711446;;"https://bs.plantnet.org/image/o/18e75d031a10a1ff5ae50aa8d6982a115f07ee15 (leaf)
https://bs.plantnet.org/image/o/882f3e392a95a5bcae3bf9e40c5e114aaa9a7245 (habit)";sukkulentenbusch
